Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C7310-R,P78999-G,Kimaya Korpal,2024-02-09,Health,Health,147565,147565,24819,243945,Chennai,South,261,Moderate Rain,Road Accident,Mobile App,56,Male,Settled,10,No,0.6
C5120-X,P95053-G,Tarini Batta,2024-10-12,Agriculture,Agriculture,70797,70797,26751,128814,Jaipur,North,175,Light Rain,Flood Damage,Mobile App,55,Other,Pending,22,No,0.55
C3621-L,P51117-F,Tanya Sibal,2024-03-14,Agriculture,Agriculture,153363,153363,35672,344803,Jaipur,North,261,Heavy Rain,House Damage,Online,22,Other,Settled,11,No,0.44
C5679-H,P65035-O,Seher Deo,2024-03-27,Agriculture,Agriculture,173832,173832,35164,440379,Kolkata,East,111,Heavy Rain,Crop Loss,Branch,30,Female,Settled,22,No,0.39
C3710-Q,P98898-R,Purab Mani,2024-02-09,Property,Vehicle,103975,103975,37177,193864,Ahmedabad,West,69,Flood,House Damage,Mobile App,18,Other,Settled,4,No,0.54
C6077-W,P31808-X,Navya Vyas,2024-11-14,Vehicle,Health,101091,101091,35327,372376,Jaipur,North,198,Light Rain,Crop Loss,Mobile App,54,Male,Pending,10,No,0.27
C7168-W,P37080-H,Nayantara Basu,2024-02-27,Agriculture,Life,208349,208349,46236,380000,Kolkata,East,113,Flood,Road Accident,Agent,31,Other,Rejected,4,No,0.55
C8322-V,P67180-N,Mamooty Vig,2024-06-02,Agriculture,Life,296920,296920,7770,447914,Mumbai,West,202,Light Rain,Road Accident,Online,42,Other,Settled,6,No,0.66
C8992-U,P54207-V,Krish Lala,2024-09-22,Property,Health,475776,475776,24556,583973,Lucknow,North,268,Moderate Rain,Flood Damage,Online,52,Other,Pending,23,No,0.81
C5253-A,P16977-O,Aniruddh Kota,2024-11-27,Agriculture,Agriculture,290097,281406,40193,432952,Jaipur,North,212,Moderate Rain,Flood Damage,Branch,20,Female,Rejected,10,No,0.67
C8303-O,P43367-E,Suhana Din,2024-01-28,Property,Health,312078,312078,27559,499384,Delhi,North,205,Light Rain,Hospitalization,Online,32,Other,Pending,3,No,0.62
C5412-E,P93563-Y,Rasha Soni,2024-03-07,Agriculture,Vehicle,63281,63281,21866,196084,Delhi,North,236,Heavy Rain,Flood Damage,Branch,35,Female,Rejected,18,No,0.32
C8743-B,P67446-E,Shayak Karpe,2024-02-21,Agriculture,Health,166239,166239,15936,293560,Pune,West,232,Moderate Rain,Flood Damage,Online,65,Female,Pending,12,No,0.57
C5249-G,P25385-M,Rania Gole,2024-09-03,Property,Life,322973,322973,21308,566084,Bangalore,South,154,Heavy Rain,Flood Damage,Agent,37,Male,Pending,24,Yes,0.57
C2195-M,P83693-T,Priyansh Sangha,2024-02-19,Property,Agriculture,327086,327086,33032,558346,Jaipur,North,210,Light Rain,Road Accident,Agent,39,Female,Settled,16,No,0.59
C8536-N,P61147-A,Rati Saran,2024-04-24,Vehicle,Property,127163,127163,49133,248311,Delhi,North,50,Flood,House Damage,Online,67,Male,Settled,6,No,0.51
C6774-E,P72433-Q,Miraan Halder,2024-07-02,Vehicle,Life,81752,81752,45981,256590,Kolkata,East,170,Flood,Road Accident,Online,42,Other,Settled,11,No,0.32
C2791-R,P53122-W,Tushar Sem,2024-06-09,Agriculture,Agriculture,207573,207573,27405,372083,Jaipur,North,291,Light Rain,House Damage,Branch,38,Female,Pending,6,No,0.56
C4526-C,P85915-K,Darshit Sodhi,2024-01-26,Property,Agriculture,366231,240712,32845,571783,Mumbai,West,164,Flood,House Damage,Online,20,Male,Settled,10,No,0.64
C4727-O,P48674-Z,Samiha Upadhyay,2024-09-16,Health,Health,36823,36823,14282,274453,Lucknow,North,263,Flood,Crop Loss,Agent,27,Other,Settled,19,No,0.13
C2502-T,P33671-H,Miraya Jain,2024-01-30,Property,Life,372599,372599,27669,467086,Pune,West,187,Moderate Rain,Road Accident,Online,49,Other,Settled,24,No,0.8
C3287-I,P79134-I,Aarav Dani,2024-02-22,Health,Life,20237,20237,22056,84017,Bangalore,South,186,Heavy Rain,Crop Loss,Branch,23,Female,Settled,30,No,0.24
C8017-K,P20358-I,Sumer Gala,2024-09-14,Property,Life,489568,489568,29995,619354,Ahmedabad,West,282,Light Rain,Road Accident,Agent,52,Male,Settled,8,No,0.79
C6921-A,P30290-B,Samarth Bhavsar,2024-07-04,Property,Life,133832,133832,25901,276974,Chennai,South,148,Heavy Rain,Flood Damage,Mobile App,38,Other,Settled,26,No,0.48
C3333-F,P45299-X,Anika Desai,2024-09-15,Health,Property,141963,141963,15926,296765,Kolkata,East,212,Flood,Road Accident,Branch,27,Female,Settled,26,No,0.48
C3473-Y,P84969-E,Aaina Gara,2024-10-10,Property,Property,366733,366733,14712,626998,Ahmedabad,West,127,Moderate Rain,House Damage,Branch,68,Other,Settled,18,No,0.58
C7102-O,P90991-C,Ivana Dara,2024-09-09,Property,Health,396203,396203,21641,455057,Lucknow,North,274,Flood,Hospitalization,Branch,59,Female,Rejected,20,No,0.87
C8983-Z,P91194-J,Zara Kala,2024-03-29,Property,Health,338750,338750,43407,625962,Bangalore,South,194,Flood,Crop Loss,Branch,29,Male,Settled,14,No,0.54
C8497-J,P16955-I,Nehmat Ahuja,2024-09-29,Property,Health,136446,136446,45405,380977,Mumbai,West,259,Moderate Rain,Road Accident,Branch,23,Female,Pending,9,No,0.36
C2972-C,P69025-Y,Ela Iyengar,2024-10-17,Property,Agriculture,416380,416380,23154,526181,Delhi,North,163,Moderate Rain,Hospitalization,Agent,40,Other,Settled,25,No,0.79
C1829-W,P79899-L,Zara Raval,2024-09-22,Vehicle,Life,138424,138424,34549,194730,Kolkata,East,175,Light Rain,Road Accident,Online,62,Male,Settled,6,No,0.71
C4471-L,P40859-A,Darshit Virk,2024-08-07,Property,Vehicle,488523,488523,12473,754241,Mumbai,West,109,Light Rain,Crop Loss,Branch,49,Male,Settled,13,No,0.65
C3753-F,P90542-U,Indranil Choudhary,2024-02-14,Health,Vehicle,131555,131555,35935,304697,Bangalore,South,258,Heavy Rain,Flood Damage,Branch,32,Other,Settled,3,No,0.43
C1725-N,P99627-B,Pari Dass,2024-01-29,Vehicle,Vehicle,86975,86975,46255,374174,Kolkata,East,260,Heavy Rain,Crop Loss,Mobile App,26,Male,Pending,13,No,0.23
C6775-H,P41731-B,Rati Boase,2024-01-01,Property,Life,156403,156403,21385,388638,Pune,West,161,Light Rain,Crop Loss,Online,65,Male,Settled,7,No,0.4
C6110-W,P68988-Z,Purab Sane,2024-12-15,Property,Property,244026,244026,12969,395258,Kolkata,East,265,Light Rain,House Damage,Branch,25,Male,Settled,9,No,0.62
C6517-U,P41507-E,Priyansh Tiwari,2024-02-10,Property,Vehicle,179402,179402,28756,273752,Ahmedabad,West,188,Moderate Rain,Road Accident,Branch,29,Female,Rejected,6,No,0.66
C2732-X,P16671-G,Jayant Balakrishnan,2024-01-22,Property,Property,160158,160158,44445,304003,Jaipur,North,238,Flood,Crop Loss,Online,21,Male,Settled,19,No,0.53
C9090-O,P48213-W,Divij Kannan,2024-02-18,Health,Vehicle,58406,58406,42978,269060,Chennai,South,227,Moderate Rain,Flood Damage,Agent,18,Other,Pending,6,No,0.22
C8322-O,P42295-E,Tejas Deshpande,2024-12-02,Health,Agriculture,45041,45041,13664,237307,Ahmedabad,West,147,Flood,Hospitalization,Mobile App,43,Female,Settled,9,No,0.19
C7176-J,P42971-B,Anaya Date,2024-07-04,Health,Health,40593,40593,35464,306268,Bangalore,South,98,Moderate Rain,Flood Damage,Branch,18,Female,Settled,18,No,0.13
C3078-M,P60410-Z,Uthkarsh Verma,2024-03-03,Vehicle,Agriculture,70530,70530,13929,350930,Delhi,North,181,Flood,Road Accident,Mobile App,40,Other,Rejected,9,No,0.2
C8360-N,P87254-A,Dhanuk Kashyap,2024-05-03,Property,Property,484155,484155,6042,648457,Lucknow,North,247,Light Rain,Hospitalization,Agent,22,Male,Settled,21,No,0.75
C8073-Q,P83069-H,Ira Buch,2024-08-09,Vehicle,Vehicle,67300,67300,41879,333249,Delhi,North,137,Heavy Rain,Road Accident,Agent,60,Male,Settled,29,No,0.2
C6374-H,P82634-E,Tara Rattan,2024-11-08,Property,Agriculture,349092,349092,41818,440350,Bangalore,South,81,Moderate Rain,Crop Loss,Online,53,Other,Rejected,29,Yes,0.79
C4569-Z,P63161-D,Mishti Kari,2024-08-21,Vehicle,Property,96526,96526,49423,385685,Mumbai,West,210,Flood,House Damage,Branch,22,Other,Settled,12,No,0.25
C7053-Z,P13396-W,Azad Rege,2024-08-02,Property,Property,486644,486644,39243,728304,Ahmedabad,West,51,Heavy Rain,Crop Loss,Agent,59,Female,Pending,29,No,0.67
C1380-O,P85704-A,Hrishita Wason,2024-08-15,Health,Vehicle,32365,32365,10448,153565,Lucknow,North,185,Heavy Rain,Hospitalization,Mobile App,56,Other,Rejected,21,No,0.21
C1194-H,P93188-P,Madhup Vora,2024-03-29,Agriculture,Property,223708,223708,33109,439169,Ahmedabad,West,186,Moderate Rain,Flood Damage,Online,46,Other,Settled,10,No,0.51
C7599-R,P48066-X,Adah Dar,2024-03-04,Health,Agriculture,83652,83652,15678,380625,Ahmedabad,West,133,Flood,Road Accident,Agent,38,Female,Settled,18,No,0.22
C5319-K,P19482-D,Lavanya Char,2024-02-14,Agriculture,Health,284848,284848,9735,467665,Bangalore,South,209,Light Rain,Flood Damage,Agent,53,Female,Settled,11,No,0.61
C5864-J,P91054-S,Kavya Ganesan,2024-08-12,Agriculture,Vehicle,200831,200831,15481,251747,Pune,West,166,Heavy Rain,Hospitalization,Branch,47,Female,Pending,3,No,0.8
C8454-J,P76918-I,Adah Solanki,2024-10-17,Agriculture,Property,270270,270270,21689,470269,Hyderabad,South,244,Heavy Rain,House Damage,Agent,28,Male,Settled,5,No,0.57
C2608-Q,P34101-P,Charvi Sarin,2024-11-09,Health,Property,179960,179960,16509,393156,Chennai,South,148,Heavy Rain,Flood Damage,Mobile App,37,Male,Pending,11,No,0.46
C6338-N,P30919-L,Rania Dhar,2024-04-27,Agriculture,Health,241036,241036,19745,483903,Bangalore,South,196,Heavy Rain,Road Accident,Branch,58,Female,Settled,3,No,0.5
C5135-D,P98718-O,Gokul Chatterjee,2024-10-31,Health,Agriculture,149778,149778,10429,316687,Jaipur,North,295,Flood,Flood Damage,Mobile App,45,Male,Settled,3,No,0.47
C8582-A,P18668-C,Dhanush Doshi,2024-08-29,Agriculture,Agriculture,96087,96087,46630,165866,Ahmedabad,West,143,Light Rain,Hospitalization,Agent,49,Female,Pending,14,No,0.58
C1721-B,P16869-G,Hrishita Choudhry,2024-02-12,Vehicle,Vehicle,94670,94670,29992,317375,Pune,West,193,Flood,Road Accident,Mobile App,39,Female,Pending,6,No,0.3
C5861-Q,P17662-O,Aradhya Dey,2024-09-19,Vehicle,Life,61446,61446,14673,315229,Chennai,South,57,Heavy Rain,Crop Loss,Agent,58,Other,Rejected,27,No,0.19
C8860-T,P34897-R,Taran Tank,2024-01-28,Property,Vehicle,372025,372025,46250,512363,Chennai,South,145,Light Rain,Crop Loss,Online,70,Male,Pending,10,No,0.73
C3912-M,P90530-R,Hazel Desai,2024-11-01,Vehicle,Life,82304,82304,19115,225640,Jaipur,North,190,Heavy Rain,House Damage,Mobile App,26,Female,Rejected,14,No,0.36
C4709-G,P59446-G,Pranay Ganesh,2024-05-05,Vehicle,Health,126737,126737,23642,227076,Lucknow,North,88,Flood,House Damage,Branch,67,Other,Settled,16,No,0.56
C3701-C,P76169-R,Pari Behl,2024-04-16,Vehicle,Health,72274,72274,33022,213183,Lucknow,North,156,Flood,Road Accident,Online,51,Female,Pending,12,No,0.34
C1044-X,P43649-S,Anaya Wali,2024-02-23,Vehicle,Health,112839,112839,14963,252191,Kolkata,East,298,Flood,Crop Loss,Online,61,Male,Pending,14,No,0.45
C7945-Q,P65711-Q,Kiara Sen,2024-09-15,Vehicle,Vehicle,52734,52734,41358,120846,Lucknow,North,218,Heavy Rain,Hospitalization,Mobile App,21,Male,Pending,18,No,0.44
C8270-B,P91049-D,Raghav Agrawal,2024-10-26,Property,Vehicle,297505,297505,24036,471357,Pune,West,252,Heavy Rain,House Damage,Agent,68,Female,Pending,20,No,0.63
C9883-N,P14836-K,Raghav Rao,2024-09-14,Health,Property,75837,75837,47657,237617,Pune,West,140,Moderate Rain,Flood Damage,Branch,50,Male,Pending,11,No,0.32
C7586-P,P82948-L,Chirag Gaba,2024-06-06,Vehicle,Life,123478,123478,6291,394187,Lucknow,North,69,Heavy Rain,Crop Loss,Online,35,Male,Settled,12,No,0.31
C7355-B,P93067-R,Yuvaan Bhasin,2024-09-07,Agriculture,Life,115618,115618,19955,372322,Pune,West,107,Moderate Rain,House Damage,Online,22,Other,Settled,17,No,0.31
C4582-M,P39708-W,Aaina Lall,2024-09-13,Health,Agriculture,153319,153319,36894,387882,Kolkata,East,58,Heavy Rain,Road Accident,Online,29,Other,Pending,10,No,0.4
C9541-N,P97209-T,Abram Dugal,2024-04-27,Agriculture,Property,176879,176879,24174,230258,Chennai,South,111,Light Rain,Crop Loss,Agent,48,Other,Settled,15,No,0.77
C4936-T,P16293-R,Nayantara Dara,2024-08-17,Agriculture,Health,297901,207642,31589,499322,Hyderabad,South,91,Moderate Rain,Hospitalization,Online,65,Other,Settled,3,No,0.6
C8563-M,P12503-K,Manjari Amble,2024-06-02,Property,Vehicle,314557,314557,14468,452401,Kolkata,East,293,Light Rain,Road Accident,Branch,45,Female,Pending,13,No,0.7
C3108-R,P91694-E,Arhaan Konda,2024-12-04,Health,Life,185473,185473,39955,304605,Lucknow,North,91,Moderate Rain,Hospitalization,Branch,62,Female,Rejected,29,No,0.61
C4310-W,P17932-Z,Ishita Sankaran,2024-12-04,Agriculture,Health,267894,267894,39179,381657,Ahmedabad,West,57,Light Rain,Road Accident,Online,19,Other,Settled,30,No,0.7
C1834-R,P84569-D,Anay Agrawal,2024-11-07,Property,Property,479211,479211,19710,711204,Hyderabad,South,260,Light Rain,Road Accident,Online,67,Male,Pending,10,No,0.67
C7792-C,P89100-N,Suhana Lala,2024-10-15,Property,Vehicle,467947,467947,41894,532879,Ahmedabad,West,258,Light Rain,House Damage,Agent,59,Male,Pending,3,No,0.88
C8361-W,P37519-H,Ira Luthra,2024-01-10,Health,Property,59243,59243,7838,128948,Chennai,South,212,Light Rain,Crop Loss,Agent,24,Other,Settled,4,No,0.46
C1559-I,P64873-J,Vedika Bhalla,2024-02-15,Agriculture,Vehicle,55331,55331,11336,203511,Delhi,North,109,Light Rain,Flood Damage,Online,34,Male,Rejected,5,No,0.27
C2807-N,P62993-C,Tanya Yadav,2024-01-26,Property,Health,322811,322811,17336,475962,Kolkata,East,113,Moderate Rain,Flood Damage,Branch,67,Female,Settled,10,No,0.68
C6444-T,P99744-X,Faiyaz Banik,2024-01-23,Property,Health,178290,178290,28426,355939,Hyderabad,South,128,Heavy Rain,House Damage,Branch,66,Female,Settled,24,No,0.5
C3946-O,P75593-I,Prerak Dayal,2024-07-17,Agriculture,Vehicle,243779,243779,16439,508396,Lucknow,North,211,Flood,Road Accident,Online,41,Other,Settled,14,No,0.48
C7312-K,P76742-B,Darshit Kota,2024-12-19,Health,Vehicle,148279,148279,14536,360891,Delhi,North,116,Flood,Crop Loss,Mobile App,46,Other,Settled,3,No,0.41
C2262-Z,P84088-W,Alia Agarwal,2024-11-26,Property,Vehicle,377357,261739,13505,446713,Bangalore,South,191,Flood,Flood Damage,Branch,63,Other,Settled,12,Yes,0.84
C3413-X,P57625-E,Hridaan Subramanian,2024-01-29,Health,Health,131207,131207,26744,289339,Kolkata,East,190,Light Rain,Hospitalization,Agent,26,Other,Settled,22,No,0.45
C6252-B,P95177-K,Hazel Rajan,2024-05-17,Property,Agriculture,207583,207583,46254,360055,Lucknow,North,266,Heavy Rain,House Damage,Agent,21,Male,Rejected,3,Yes,0.58
C4885-F,P40012-R,Manikya Swaminathan,2024-10-01,Vehicle,Agriculture,67102,67102,14566,350061,Lucknow,North,220,Flood,Road Accident,Online,27,Other,Rejected,16,No,0.19
C4896-J,P15109-Z,Anahi Banik,2024-07-28,Vehicle,Life,129104,129104,32953,200428,Pune,West,284,Moderate Rain,House Damage,Branch,59,Male,Settled,20,No,0.64
C4595-D,P69917-W,Navya Salvi,2024-11-24,Agriculture,Property,256989,256989,30000,512214,Delhi,North,120,Heavy Rain,House Damage,Branch,57,Male,Rejected,9,No,0.5
C8873-O,P79291-Q,Alia Magar,2024-04-23,Agriculture,Life,189374,189374,48880,465526,Hyderabad,South,71,Flood,Road Accident,Mobile App,65,Male,Settled,20,No,0.41
C7480-J,P40504-L,Amira Anne,2024-06-16,Vehicle,Vehicle,126761,126761,39564,194398,Lucknow,North,140,Moderate Rain,Flood Damage,Agent,34,Other,Settled,7,No,0.65
C2657-U,P17671-S,Yuvraj  Bhalla,2024-01-02,Vehicle,Life,123539,123539,19255,275643,Bangalore,South,191,Light Rain,Flood Damage,Branch,30,Male,Settled,14,No,0.45
C4614-A,P21094-I,Raghav Sanghvi,2024-12-07,Agriculture,Vehicle,265462,245226,22019,561238,Delhi,North,73,Moderate Rain,House Damage,Mobile App,29,Female,Settled,20,No,0.47
C6596-A,P99133-A,Piya Kumar,2024-08-13,Health,Vehicle,60810,60810,34048,357768,Lucknow,North,149,Moderate Rain,Flood Damage,Branch,42,Female,Settled,24,No,0.17
C7171-Y,P98975-H,Pranay Malhotra,2024-12-28,Health,Property,20410,20410,13840,274541,Pune,West,115,Moderate Rain,Flood Damage,Mobile App,67,Male,Settled,8,No,0.07
C1170-E,P19202-X,Shaan Chandran,2024-09-19,Vehicle,Life,144310,144310,8943,290804,Pune,West,291,Moderate Rain,Crop Loss,Branch,47,Female,Pending,8,No,0.5
C3360-B,P45937-B,Jayesh Rao,2024-06-27,Property,Life,127775,76840,49756,266584,Lucknow,North,272,Flood,Flood Damage,Agent,59,Other,Settled,22,No,0.48
C9808-I,P56289-V,Zeeshan Setty,2024-05-26,Property,Vehicle,331864,331864,8655,458254,Bangalore,South,67,Light Rain,Crop Loss,Branch,67,Male,Pending,14,No,0.72
C1944-L,P25108-B,Jayesh Venkatesh,2024-11-06,Property,Vehicle,498586,498586,22459,773938,Chennai,South,298,Heavy Rain,Hospitalization,Agent,45,Male,Pending,25,No,0.64
C4826-N,P93764-H,Trisha Srinivas,2024-03-13,Health,Agriculture,105690,105690,22699,208967,Jaipur,North,113,Heavy Rain,House Damage,Mobile App,57,Male,Settled,23,No,0.51
C7473-J,P64437-W,Charvi Raman,2024-07-22,Property,Health,316101,316101,19439,511375,Lucknow,North,143,Flood,Crop Loss,Mobile App,22,Other,Pending,25,Yes,0.62
C3705-E,P30799-U,Advika Yogi,2024-07-16,Health,Property,165824,165824,33074,318257,Delhi,North,78,Heavy Rain,Flood Damage,Agent,29,Female,Settled,30,No,0.52
C7146-R,P10764-F,Purab Das,2024-08-06,Health,Life,133548,133548,35097,243938,Chennai,South,130,Light Rain,Road Accident,Branch,50,Other,Pending,7,No,0.55
C1567-W,P68464-B,Kashvi Mammen,2024-01-14,Agriculture,Life,237001,237001,42142,462028,Mumbai,West,224,Light Rain,House Damage,Mobile App,55,Male,Settled,8,No,0.51
C3339-G,P11626-G,Purab Mannan,2024-05-28,Agriculture,Life,77901,77901,6983,146187,Pune,West,189,Flood,Crop Loss,Online,35,Female,Pending,18,No,0.53
C9006-W,P22082-S,Eva Gour,2024-08-26,Vehicle,Vehicle,109568,109568,46642,254384,Lucknow,North,264,Flood,Hospitalization,Mobile App,56,Male,Settled,15,No,0.43
C7057-S,P33732-Y,Shray Kata,2024-08-30,Agriculture,Property,281027,281027,36933,470959,Hyderabad,South,108,Heavy Rain,House Damage,Agent,61,Other,Settled,15,No,0.6
C7514-J,P97597-M,Ritvik Johal,2024-03-21,Agriculture,Life,233406,233406,5274,473700,Hyderabad,South,268,Light Rain,Crop Loss,Agent,35,Other,Settled,9,No,0.49
C1405-O,P26449-J,Dhanuk Hans,2024-05-30,Property,Health,386314,386314,23731,584033,Kolkata,East,126,Heavy Rain,Flood Damage,Branch,25,Other,Rejected,23,No,0.66
C1977-S,P74314-D,Shray Sundaram,2024-03-09,Agriculture,Property,223803,118126,19539,453252,Jaipur,North,227,Heavy Rain,Road Accident,Branch,52,Other,Settled,26,No,0.49
C4749-U,P15234-H,Azad Ranganathan,2024-03-07,Vehicle,Agriculture,39905,39905,30684,252595,Kolkata,East,256,Flood,Crop Loss,Mobile App,43,Female,Settled,26,No,0.16
C9404-I,P21104-S,Aniruddh Bedi,2024-11-12,Property,Health,432510,432510,12543,720937,Jaipur,North,80,Heavy Rain,Hospitalization,Mobile App,67,Male,Settled,23,No,0.6
C1891-P,P14192-E,Zaina Edwin,2024-08-24,Agriculture,Agriculture,131261,131261,8618,383391,Ahmedabad,West,133,Moderate Rain,House Damage,Online,64,Male,Settled,10,No,0.34
C9536-U,P88088-Q,Ehsaan Bajaj,2024-12-18,Health,Life,89755,79762,12821,355625,Delhi,North,170,Moderate Rain,Flood Damage,Mobile App,21,Female,Pending,9,No,0.25
C3741-V,P27259-N,Kanav Deep,2024-10-26,Agriculture,Health,295708,295708,39777,565697,Delhi,North,96,Moderate Rain,Crop Loss,Online,53,Female,Settled,10,No,0.52
C3856-X,P41045-G,Adira Kamdar,2024-02-13,Agriculture,Property,115303,115303,20879,407664,Jaipur,North,172,Flood,Crop Loss,Mobile App,38,Other,Settled,12,No,0.28
C5493-D,P70235-M,Samarth Raman,2024-08-23,Agriculture,Agriculture,186835,186835,47152,266981,Hyderabad,South,237,Moderate Rain,House Damage,Online,40,Other,Pending,29,No,0.7
C6078-K,P29192-W,Aarav Sha,2024-01-26,Property,Health,477409,477409,30227,598570,Ahmedabad,West,206,Light Rain,Road Accident,Branch,18,Male,Settled,3,No,0.8
C9669-S,P31098-Y,Hridaan Bandi,2024-07-31,Vehicle,Vehicle,85654,49427,46014,194226,Pune,West,166,Flood,Crop Loss,Branch,60,Other,Settled,12,No,0.44
C8623-Q,P60505-D,Tara Saha,2024-03-01,Property,Property,358391,358391,29857,610474,Chennai,South,104,Heavy Rain,Road Accident,Mobile App,69,Other,Settled,23,No,0.59
C2224-L,P53157-G,Charvi Bhatt,2024-09-07,Health,Health,54048,54048,42048,249694,Mumbai,West,217,Moderate Rain,Road Accident,Branch,34,Female,Pending,14,No,0.22
C5944-E,P67206-C,Neysa Keer,2024-01-27,Property,Vehicle,299107,299107,12436,439545,Ahmedabad,West,68,Flood,Road Accident,Online,33,Other,Settled,25,No,0.68
C2101-I,P73707-N,Tushar Ranganathan,2024-12-11,Vehicle,Property,125493,125493,7317,418352,Bangalore,South,61,Moderate Rain,Crop Loss,Online,53,Female,Pending,5,No,0.3
C1914-A,P46746-M,Neelofar Bava,2024-09-24,Property,Life,424755,424755,6341,523832,Jaipur,North,128,Moderate Rain,Crop Loss,Agent,59,Female,Settled,24,No,0.81
C1992-W,P53313-F,Lavanya Karan,2024-04-26,Agriculture,Vehicle,227031,227031,9146,295315,Jaipur,North,219,Moderate Rain,Hospitalization,Mobile App,33,Other,Settled,24,No,0.77
C3895-H,P20546-B,Yuvaan Cherian,2024-12-20,Property,Agriculture,282725,282725,14265,494490,Bangalore,South,52,Heavy Rain,Hospitalization,Agent,48,Male,Pending,24,No,0.57
C8252-F,P39367-W,Kashvi Ghose,2024-12-22,Agriculture,Life,128882,118776,38931,201503,Jaipur,North,102,Heavy Rain,Flood Damage,Mobile App,41,Male,Settled,5,No,0.64
C2898-Z,P97736-A,Ivana Desai,2024-02-01,Health,Vehicle,44546,44546,13554,160093,Ahmedabad,West,240,Heavy Rain,Road Accident,Online,29,Female,Pending,25,No,0.28
C3385-P,P44774-S,Nehmat Chahal,2024-01-19,Agriculture,Health,256190,256190,16475,506325,Hyderabad,South,203,Moderate Rain,Hospitalization,Mobile App,64,Other,Settled,28,Yes,0.51
C6013-V,P95753-L,Kismat Banik,2024-11-04,Health,Life,78971,78971,9392,324451,Mumbai,West,208,Light Rain,Road Accident,Online,56,Female,Settled,14,No,0.24
C1574-Z,P23920-C,Abram Mand,2024-10-23,Vehicle,Life,103094,91310,25435,342079,Ahmedabad,West,157,Heavy Rain,Flood Damage,Mobile App,18,Female,Settled,26,No,0.3
C9384-Y,P98970-J,Madhup Chaudry,2024-03-04,Health,Agriculture,124122,124122,30579,313781,Pune,West,210,Heavy Rain,Road Accident,Online,57,Female,Rejected,20,No,0.4
